date,stream,trap_condition_code,turbidity,weather,water_temperature,debris_gal,rpm_before,rpm_after
1995-02-28T00:00:00Z,deer creek,normal,NA,cloudy,8.88888888888889,NA,NA,NA
1995-03-01T00:00:00Z,deer creek,normal,NA,cloudy,6.111111111111112,NA,NA,NA
1995-03-02T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1995-03-03T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1995-03-04T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1995-03-05T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1995-03-07T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1995-04-07T00:00:00Z,deer creek,normal,NA,rainy,8.333333333333334,NA,NA,NA
1995-04-26T00:00:00Z,deer creek,normal,NA,NA,11.11111111111111,NA,NA,NA
1995-04-27T00:00:00Z,deer creek,normal,NA,rainy,NA,NA,NA,NA
1995-04-28T00:00:00Z,deer creek,normal,NA,partly cloudy,9.444444444444445,NA,NA,NA
1995-04-29T00:00:00Z,deer creek,normal,NA,rainy,10,NA,NA,NA
1995-05-26T00:00:00Z,deer creek,normal,NA,NA,13.88888888888889,NA,NA,NA
1995-05-27T00:00:00Z,deer creek,normal,NA,NA,12.77777777777778,NA,NA,NA
1995-06-07T00:00:00Z,deer creek,normal,NA,NA,11.944444444444445,NA,NA,NA
1995-06-18T00:00:00Z,deer creek,normal,NA,NA,12.77777777777778,NA,NA,NA
1995-11-29T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1995-12-01T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1995-12-04T00:00:00Z,deer creek,normal,NA,rainy,10,NA,NA,NA
1995-12-05T00:00:00Z,deer creek,cone stopped,NA,NA,10.555555555555555,NA,NA,NA
1995-12-09T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1995-12-13T00:00:00Z,deer creek,normal,NA,rainy,10,NA,NA,NA
1995-12-14T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1995-12-17T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1995-12-18T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1995-12-19T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1995-12-20T00:00:00Z,deer creek,normal,NA,NA,6.111111111111112,NA,NA,NA
1995-12-21T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1995-12-22T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1995-12-23T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1995-12-24T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1995-12-26T00:00:00Z,deer creek,normal,NA,NA,5,NA,NA,NA
1995-12-27T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1995-12-28T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1995-12-29T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1995-12-30T00:00:00Z,deer creek,normal,NA,rainy,8.88888888888889,NA,NA,NA
1995-12-31T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-01-02T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-01-03T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-01-04T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-01-05T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1996-01-06T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1996-01-07T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1996-01-08T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-01-09T00:00:00Z,deer creek,normal,NA,rainy,8.333333333333334,NA,NA,NA
1996-01-10T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-01-11T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1996-01-12T00:00:00Z,deer creek,normal,NA,fog,7.222222222222222,NA,NA,NA
1996-01-13T00:00:00Z,deer creek,normal,NA,fog,7.222222222222222,NA,NA,NA
1996-01-14T00:00:00Z,deer creek,normal,NA,fog,7.222222222222222,NA,NA,NA
1996-01-15T00:00:00Z,deer creek,normal,NA,rainy,7.222222222222222,NA,NA,NA
1996-01-16T00:00:00Z,deer creek,normal,NA,rainy,10,NA,NA,NA
1996-01-20T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1996-01-21T00:00:00Z,deer creek,cone stopped,NA,NA,7.222222222222222,NA,NA,NA
1996-01-22T00:00:00Z,deer creek,normal,NA,NA,6.111111111111112,NA,NA,NA
1996-01-23T00:00:00Z,deer creek,normal,NA,rainy,5.555555555555555,NA,NA,NA
1996-01-24T00:00:00Z,deer creek,normal,NA,rainy,6.666666666666667,NA,NA,NA
1996-01-25T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1996-01-26T00:00:00Z,deer creek,normal,NA,cloudy,5.555555555555555,NA,NA,NA
1996-01-27T00:00:00Z,deer creek,normal,NA,NA,7.222222222222222,NA,NA,NA
1996-01-28T00:00:00Z,deer creek,normal,NA,NA,6.111111111111112,NA,NA,NA
1996-01-29T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1996-01-31T00:00:00Z,deer creek,normal,NA,rainy,7.777777777777779,NA,NA,NA
1996-02-01T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-02-02T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-02-03T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1996-02-05T00:00:00Z,deer creek,normal,NA,NA,10.555555555555555,NA,NA,NA
1996-02-16T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-02-17T00:00:00Z,deer creek,normal,NA,NA,10.555555555555555,NA,NA,NA
1996-02-18T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1996-03-06T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1996-03-07T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1996-03-08T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-03-09T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-03-10T00:00:00Z,deer creek,normal,NA,rainy,8.88888888888889,NA,NA,NA
1996-03-11T00:00:00Z,deer creek,normal,NA,rainy,9.444444444444445,NA,NA,NA
1996-03-12T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-13T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-03-14T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-15T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-16T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-03-17T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-03-18T00:00:00Z,deer creek,normal,NA,NA,10.555555555555555,NA,NA,NA
1996-03-19T00:00:00Z,deer creek,normal,NA,NA,10.555555555555555,NA,NA,NA
1996-03-20T00:00:00Z,deer creek,normal,NA,NA,10.27777777777778,NA,NA,NA
1996-03-21T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-03-22T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-03-23T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-24T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-25T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-03-26T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-03-28T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1996-03-29T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-03-30T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-03-31T00:00:00Z,deer creek,normal,NA,NA,8.88888888888889,NA,NA,NA
1996-04-01T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-04-02T00:00:00Z,deer creek,cone stopped,NA,NA,8.333333333333334,NA,NA,NA
1996-04-03T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-04-04T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-04-05T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-04-08T00:00:00Z,deer creek,normal,NA,NA,12.222222222222223,NA,NA,NA
1996-04-09T00:00:00Z,deer creek,normal,NA,NA,11.666666666666668,NA,NA,NA
1996-04-11T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-04-12T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-04-15T00:00:00Z,deer creek,normal,NA,cloudy,11.11111111111111,NA,NA,NA
1996-04-16T00:00:00Z,deer creek,normal,NA,cloudy,11.11111111111111,NA,NA,NA
1996-04-17T00:00:00Z,deer creek,partial blockage,NA,rainy,8.88888888888889,NA,NA,NA
1996-04-18T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-04-19T00:00:00Z,deer creek,normal,NA,cloudy,8.88888888888889,NA,NA,NA
1996-04-24T00:00:00Z,deer creek,normal,NA,cloudy,NA,NA,NA,NA
1996-04-25T00:00:00Z,deer creek,normal,NA,NA,12.222222222222223,NA,NA,NA
1996-04-26T00:00:00Z,deer creek,normal,NA,NA,12.222222222222223,NA,NA,NA
1996-04-29T00:00:00Z,deer creek,normal,NA,NA,12.222222222222223,NA,NA,NA
1996-04-30T00:00:00Z,deer creek,normal,NA,NA,13.333333333333334,NA,NA,NA
1996-05-01T00:00:00Z,deer creek,normal,NA,NA,13.88888888888889,NA,NA,NA
1996-05-02T00:00:00Z,deer creek,normal,NA,NA,13.333333333333334,NA,NA,NA
1996-05-03T00:00:00Z,deer creek,normal,NA,NA,12.222222222222223,NA,NA,NA
1996-05-16T00:00:00Z,deer creek,normal,NA,rainy,13.333333333333334,NA,NA,NA
1996-05-17T00:00:00Z,deer creek,normal,NA,rainy,12.222222222222223,NA,NA,NA
1996-05-21T00:00:00Z,deer creek,normal,NA,rainy,12.222222222222223,NA,NA,NA
1996-05-22T00:00:00Z,deer creek,normal,NA,NA,11.666666666666668,NA,NA,NA
1996-05-23T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1996-05-24T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
1996-05-28T00:00:00Z,deer creek,normal,NA,NA,16.11111111111111,NA,NA,NA
1996-05-29T00:00:00Z,deer creek,normal,NA,NA,14.444444444444445,NA,NA,NA
1996-05-31T00:00:00Z,deer creek,cone stopped,NA,NA,13.88888888888889,NA,NA,NA
1996-06-04T00:00:00Z,deer creek,normal,NA,NA,17.77777777777778,NA,NA,NA
1996-06-06T00:00:00Z,deer creek,normal,NA,NA,18.88888888888889,NA,NA,NA
1996-06-10T00:00:00Z,deer creek,normal,NA,NA,18.333333333333336,NA,NA,NA
1996-06-14T00:00:00Z,deer creek,normal,NA,NA,19.444444444444446,NA,NA,NA
1996-06-17T00:00:00Z,deer creek,normal,NA,NA,18.333333333333336,NA,NA,NA
1996-06-20T00:00:00Z,deer creek,normal,NA,NA,18.333333333333336,NA,NA,NA
1996-06-24T00:00:00Z,deer creek,normal,NA,NA,17.22222222222222,NA,NA,NA
1996-11-03T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-11-19T00:00:00Z,deer creek,normal,NA,NA,11.11111111111111,NA,NA,NA
1996-11-20T00:00:00Z,deer creek,normal,NA,NA,11.11111111111111,NA,NA,NA
1996-11-21T00:00:00Z,deer creek,normal,NA,NA,10.833333333333334,NA,NA,NA
1996-11-22T00:00:00Z,deer creek,normal,NA,NA,11.666666666666668,NA,NA,NA
1996-11-23T00:00:00Z,deer creek,normal,NA,NA,10,NA,NA,NA
1996-11-24T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-11-25T00:00:00Z,deer creek,normal,NA,NA,9.444444444444445,NA,NA,NA
1996-11-26T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1996-11-27T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1996-11-28T00:00:00Z,deer creek,normal,NA,NA,7.777777777777779,NA,NA,NA
1996-11-30T00:00:00Z,deer creek,normal,NA,NA,6.666666666666667,NA,NA,NA
1996-12-02T00:00:00Z,deer creek,normal,NA,NA,6.111111111111112,NA,NA,NA
1996-12-03T00:00:00Z,deer creek,normal,NA,NA,5.555555555555555,NA,NA,NA
1996-12-04T00:00:00Z,deer creek,normal,NA,NA,6.111111111111112,NA,NA,NA
1996-12-05T00:00:00Z,deer creek,normal,NA,NA,8.333333333333334,NA,NA,NA
1997-12-10T00:00:00Z,deer creek,normal,NA,sunny,6.111111111111112,NA,NA,NA
1998-01-07T00:00:00Z,deer creek,normal,NA,fog,6.111111111111112,NA,NA,NA
1998-01-08T00:00:00Z,deer creek,normal,NA,cloudy,6.944444444444445,NA,NA,NA
1998-01-09T00:00:00Z,deer creek,normal,NA,rainy,7.222222222222222,NA,NA,NA
1998-01-21T00:00:00Z,deer creek,normal,NA,sunny,6.666666666666667,NA,NA,NA
1998-01-22T00:00:00Z,deer creek,normal,NA,cloudy,4.444444444444445,NA,NA,NA
1998-01-23T00:00:00Z,deer creek,normal,NA,cloudy,7.777777777777779,NA,NA,NA
1998-01-24T00:00:00Z,deer creek,normal,NA,cloudy,NA,NA,NA,NA
1998-01-25T00:00:00Z,deer creek,normal,NA,cloudy,7.777777777777779,NA,NA,NA
1998-01-26T00:00:00Z,deer creek,normal,NA,rainy,8.88888888888889,NA,NA,NA
1998-01-27T00:00:00Z,deer creek,normal,NA,rainy,9.444444444444445,NA,NA,NA
1998-01-28T00:00:00Z,deer creek,normal,NA,cloudy,7.777777777777779,NA,NA,NA
1998-01-29T00:00:00Z,deer creek,normal,NA,rainy,10,NA,NA,NA
1998-01-30T00:00:00Z,deer creek,normal,NA,cloudy,9.444444444444445,NA,NA,NA
1998-01-31T00:00:00Z,deer creek,normal,NA,rainy,8.88888888888889,NA,NA,NA
1998-11-09T00:00:00Z,deer creek,normal,NA,sunny,7.222222222222222,NA,NA,NA
1998-11-11T00:00:00Z,deer creek,normal,NA,sunny,7.777777777777779,NA,NA,NA
1998-11-12T00:00:00Z,deer creek,normal,NA,sunny,7.777777777777779,NA,NA,NA
1998-11-14T00:00:00Z,deer creek,normal,NA,sunny,8.333333333333334,NA,NA,NA
1998-11-15T00:00:00Z,deer creek,cone stopped,NA,cloudy,8.333333333333334,NA,NA,NA
1998-11-17T00:00:00Z,deer creek,normal,NA,partly cloudy,10,NA,NA,NA
1998-11-18T00:00:00Z,deer creek,normal,NA,sunny,8.88888888888889,NA,NA,NA
1998-11-19T00:00:00Z,deer creek,normal,NA,sunny,6.666666666666667,NA,NA,NA
1998-11-20T00:00:00Z,deer creek,normal,NA,cloudy,7.222222222222222,NA,NA,NA
1998-11-21T00:00:00Z,deer creek,normal,NA,cloudy,8.333333333333334,NA,NA,NA
1998-11-22T00:00:00Z,deer creek,normal,NA,cloudy,8.333333333333334,NA,NA,NA
1998-11-23T00:00:00Z,deer creek,normal,NA,rainy,10.555555555555555,NA,NA,NA
1998-11-24T00:00:00Z,deer creek,total blockage,NA,partly cloudy,9.444444444444445,NA,NA,NA
1998-11-25T00:00:00Z,deer creek,normal,3.91,cloudy,8.88888888888889,NA,NA,NA
1998-11-26T00:00:00Z,deer creek,normal,3.13,cloudy,8.88888888888889,NA,NA,NA
1998-11-27T00:00:00Z,deer creek,normal,4.3,cloudy,10,NA,NA,NA
1998-11-28T00:00:00Z,deer creek,normal,NA,sunny,10,NA,NA,NA
1998-11-29T00:00:00Z,deer creek,normal,NA,rainy,8.88888888888889,NA,NA,NA
1998-11-30T00:00:00Z,deer creek,normal,NA,rainy,9.444444444444445,NA,NA,NA
1998-12-05T00:00:00Z,deer creek,normal,4.32,cloudy,5,NA,NA,NA
1998-12-06T00:00:00Z,deer creek,normal,2.35,sunny,3.8888888888888897,NA,NA,NA
1998-12-07T00:00:00Z,deer creek,normal,2.09,cloudy,3.8888888888888897,NA,NA,NA
1998-12-08T00:00:00Z,deer creek,normal,1.88,cloudy,5.555555555555555,NA,NA,NA
1998-12-09T00:00:00Z,deer creek,normal,1.2,sunny,5,NA,NA,NA
1998-12-10T00:00:00Z,deer creek,normal,1.04,sunny,5.555555555555555,NA,NA,NA
1998-12-11T00:00:00Z,deer creek,normal,0.81,cloudy,5.555555555555555,NA,NA,NA
1998-12-12T00:00:00Z,deer creek,normal,1.21,cloudy,6.666666666666667,NA,NA,NA
1998-12-13T00:00:00Z,deer creek,normal,1.12,cloudy,6.666666666666667,NA,NA,NA
1998-12-14T00:00:00Z,deer creek,normal,3.22,sunny,7.222222222222222,NA,NA,NA
1998-12-15T00:00:00Z,deer creek,normal,1.31,cloudy,7.222222222222222,NA,NA,NA
1998-12-16T00:00:00Z,deer creek,normal,1.13,sunny,8.333333333333334,NA,NA,NA
1998-12-17T00:00:00Z,deer creek,normal,0.98,sunny,8.88888888888889,NA,NA,NA
1998-12-18T00:00:00Z,deer creek,normal,0.72,sunny,7.222222222222222,NA,NA,NA
1998-12-19T00:00:00Z,deer creek,normal,0.71,sunny,6.111111111111112,NA,NA,NA
1998-12-20T00:00:00Z,deer creek,normal,0.68,cloudy,4.444444444444445,NA,NA,NA
1998-12-21T00:00:00Z,deer creek,normal,0.6,sunny,2.7777777777777777,NA,NA,NA
1998-12-22T00:00:00Z,deer creek,normal,0.82,sunny,1.6666666666666667,NA,NA,NA
1998-12-23T00:00:00Z,deer creek,normal,0.46,sunny,1.1111111111111112,NA,NA,NA
1998-12-24T00:00:00Z,deer creek,normal,1.17,cloudy,1.1111111111111112,NA,NA,NA
1998-12-26T00:00:00Z,deer creek,normal,0.8,sunny,2.7777777777777777,NA,NA,NA
1998-12-28T00:00:00Z,deer creek,normal,0.51,sunny,5,NA,NA,NA
1998-12-29T00:00:00Z,deer creek,normal,0.82,sunny,5,NA,NA,NA
1998-12-30T00:00:00Z,deer creek,normal,0.53,cloudy,4.444444444444445,NA,NA,NA
1998-12-31T00:00:00Z,deer creek,normal,0.39,fog,6.111111111111112,NA,NA,NA
1999-01-02T00:00:00Z,deer creek,normal,0.54,cloudy,5.555555555555555,NA,NA,NA
1999-01-04T00:00:00Z,deer creek,normal,0.4,sunny,6.111111111111112,NA,NA,NA
1999-01-05T00:00:00Z,deer creek,normal,0.32,sunny,5,NA,NA,NA
1999-01-06T00:00:00Z,deer creek,normal,1.11,fog,4.444444444444445,NA,NA,NA
1999-01-07T00:00:00Z,deer creek,normal,0.5,fog,5,NA,NA,NA
1999-01-08T00:00:00Z,deer creek,normal,0.38,partly cloudy,4.444444444444445,NA,NA,NA
1999-01-09T00:00:00Z,deer creek,normal,0.82,sunny,5,NA,NA,NA
1999-01-10T00:00:00Z,deer creek,normal,0.78,fog,4.444444444444445,NA,NA,NA
